reviews,reviewers,date_reviews,rating,course_id
Andrew Ng gives practical tips to improve a deep neural network but also the theory behind. I highly recommend this course for every ML enthusiasts!,By Emmanuel A,"Jan 14, 2019",5,deep-neural-network
Really helpful course .I was provided with proper guidance and I would recommend this course for improving knowledge in the field of deep learning.,By Mokshda S,"Jun 21, 2019",5,deep-neural-network
"The course modules were very well paced, with details as well as the programming of specific aspects of deep learning clearly explained. Thank you!",By Arun K M,"Apr 03, 2019",5,deep-neural-network
"It is a very good course . Covers most important parts of the hyper parameter tuning , very good explanation. I learnt a lot from the assignments.",By Anu S,"Oct 22, 2019",5,deep-neural-network
"Another awesome course, covering optimization techniques, introducing us to Tensorflow and allowing us to explore numbers in the SIGNS datasets :)",By George Z,"Jul 27, 2019",5,deep-neural-network
"Excellent Course that gave me a lot of insight and much of practical advice.Highly Recommended. Thanks, Andrew and the whole deeplearning.ai team.",By Mohammed A,"Jun 01, 2019",5,deep-neural-network
"Useful skills to improve/optimize deep learning performance, and provide a guidance to choice what to do next when facing bias/variance problems.",By 蕭博偉,"Dec 12, 2019",5,deep-neural-network
This course did not just only open my abilities to deep learning framework's mechanics but also made me realize the use of those hyperparameters.,By Indranil B,"May 19, 2019",5,deep-neural-network
"Good content and explanation. There are good practical suggestions given in the course. Also, TensorFlow programming is introduced which is nice!",By Manpreet M,"Jan 29, 2019",5,deep-neural-network
Great. Thanks to this course I have gone a bit deeper and understood concepts that I now realize I did not understand them as well as I thought.,By Victor g,"Oct 23, 2019",5,deep-neural-network
"I think this course is an important step as we move further in this field since as data and model become larger, optimum performance is a must.",By bhavesh,"Dec 27, 2019",5,deep-neural-network
"I liked a lot that I applied everything from zero-ground. Although it can be implemented much better, but in general, all assignments are great",By Mohammad H,"Dec 12, 2019",5,deep-neural-network
It was really nice to see that Andrew Ng introduces Tensor Flow at the right time. But learning tensor flow's programming syntax was difficult.,By Vibhutesh K S,"Oct 01, 2019",5,deep-neural-network
lectures were very easy to follow to new learners for deep learning. especially many practical tips are helpful when analyzing real world data.,By Namkung J,"Sep 23, 2019",5,deep-neural-network
the grate content provie by the deeplearning.ai and the intiuation of the different concept of deep learning is teaching amazing by Andrew Ng.,By hiten s,"Sep 07, 2019",5,deep-neural-network
"Amazing course so far! Loving every minute of it. Informative, challenging yet easy to understand at the same time. Highly recommend doing it!",By Fadel V S,"Jun 18, 2019",5,deep-neural-network
"This is the first time, i have learned how the softmax classification, batch normalization, deep nn with tensorflow works, thank you Prof. Ng.",By Ahmet,"Feb 22, 2019",5,deep-neural-network
This course really helps with improving neural network as suggested by the name. Tensorflow basics are also taught in this course at the end.,By J P ,"Dec 16, 2019",5,deep-neural-network
DEAR TEAM OF DEEP AI SPECIALISATION AND DEAR DR. NG ! THANK YOU VERY MUCH!I'VE USED YOUR NOTEBOOKS AS A TOOL FOR BUILT MY OWN NEURAL NETWORKS,By Винцкевич С В,"Jul 23, 2019",5,deep-neural-network
"Through tackling more advanced concepts of neural network optimization, the course actaully runs you through the fundamental concepts as well",By bryanyau,"Jun 20, 2019",5,deep-neural-network
Loved this part of the code... it allowed me to understand more about the optimization and regularization tricks such as RMSprop and Dropout. ,By Elvis S,"Jan 18, 2019",5,deep-neural-network
Good material and course content and very neatly organised. I hoped more would be covered on topics pertaining to different regularisations.,By Aniruthya,"Dec 01, 2019",5,deep-neural-network
"Top course which teaches all the basics and contemporary neural networks approaches! Well structured, good content, and some solid practice.",By Mustafa H K,"Jul 09, 2019",5,deep-neural-network
"Very good course, with most importantly intuitions given and also some (superficial) theory underlying the principles of NN and other stuff.",By Hichem,"Mar 22, 2019",5,deep-neural-network
Excelente curso para um entendimento mais profundo sobre os parâmetros que compõem uma Rede Neural. Parabéns ao mestre e mentor Andrew Ng!,By Vinicius d A R,"May 03, 2019",5,deep-neural-network
I believe a approach Sir takes while teaching the course makes it comparatively easy to learn the very difficult concept of deep learning. ,By Arsalan,"Jan 06, 2019",5,deep-neural-network
I am happy to learn a lot about Hyperparameter tuning. I think that I will refer to this course when implementing neural networks myself.,By BIN N,"Jun 16, 2019",5,deep-neural-network
Really an awesome course. Learnt about the math behind major Deep learning algorithms. A fun course and loved the saddle point reference.,By Arun K,"Mar 09, 2019",5,deep-neural-network
This class is amazing for those who want to start their career in the world of Data Science with Neural Network!!! Highly recommended!!!,By SeungHoon L,"Jul 04, 2019",5,deep-neural-network
I got to know the optimization algorithms to use and also the Tensorflow programming framework in depth. It was a really useful course.,By Vignesh S,"May 24, 2019",5,deep-neural-network
Alot of useful info about neural network tuning and easy introduction to Tensorflow framework. Absolutely must see for every DL novice!,By Dawid P,"Apr 02, 2019",5,deep-neural-network
I think it was greatly set in anyway. Exercises were good and related and enough guidance was given to move forward. Thank you Andrew,By Mohammad H R,"Oct 24, 2019",5,deep-neural-network
This course helps me a lot to understand the concept of making deep learning more efficient and robust. Excited for the next courses!,By Maulana B A,"Jul 19, 2019",5,deep-neural-network
The content is good. The assignments are very interesting and meaningful. Helped me to learn and raised my interests in deep learning,By Ethan,"Jul 09, 2019",5,deep-neural-network
Very Good course. Very well paced course due to the flexibility in deadlines. Andrew Ng's Teaching style was very easy to understand.,By Surya B,"May 28, 2019",5,deep-neural-network
"This course was very helpful to learn tips of how to improve neural networks, and it also included a good introduction to TensorFlow.",By Julio E H E,"May 20, 2019",5,deep-neural-network
"Continue to find the structure of the lectures, quizzes, and programming assignments helpful in teaching me this subject. Great job.",By Stephen C,"Dec 17, 2019",5,deep-neural-network
An excellent course structured in a lucid manner and makes one feel neural networks is so easy. Eager to move on to the next course. ,By Yogesh K S,"Jun 23, 2019",5,deep-neural-network
Easy understand in a very complex deep learning techniques. Professor Andrew transmits his deep knowledges in a clear and simple way ,By Pedro f,"Mar 23, 2019",5,deep-neural-network
Excellent Course with excellent programming exercises. The programming helps me a lot to gain a better understanding of the course!,By Xinqi F,"Sep 30, 2019",5,deep-neural-network
This is the exception course offered by Andrew Ng and his team. Very deep insights of deep learning are demonstrated and explained.,By Pankaj S,"Aug 11, 2019",5,deep-neural-network
I learnt a lot through this course and i really thank andrew sir from from the bottom of my heart for teaching me all these things. ,By Pranav K,"Jul 28, 2019",5,deep-neural-network
"In this course, I learned a lot about deep learning skills. These skills have greatly accelerated the progress of my research work.",By Zebin C,"May 18, 2019",5,deep-neural-network
Learning can be so much fun!!! I like to read the book Deep Learning by Ian Goodfellow and Yoshua Bengio for additional support :-),By Lydia N,"Mar 30, 2019",5,deep-neural-network
"After studying this course, I learned some optimization algorithms and how to tune hyperparameters, and I learned about tensorflow",By Kangshitao,"Nov 28, 2019",5,deep-neural-network
Incredibly useful tips and tricks about the most frequently used techniques for improving the performance of deep neural networks.,By Brayan I,"Nov 20, 2019",5,deep-neural-network
"It explains many problems you might meet when you are actually implementing a nn, which are not offered by other ml theory course.",By Yicheng D,"Aug 17, 2019",5,deep-neural-network
This course shows us how to learn machine learning in a simple way. I find this really helpful to me. Thanks very much! Andrew ng!,By luis,"May 24, 2019",5,deep-neural-network
the best course to learn optimizing Neural net in order to increase the accuracy and reduce the error rate and enhance specificity ,By Roshan C,"May 22, 2019",5,deep-neural-network
Thank you Coursera for this awesome course. I have learned a lot from this course. And the presentation is on the whole new level. ,By Md F S,"Apr 23, 2019",5,deep-neural-network
Loved every lecture. Excellently structures programming assignments. Highly recommended for an beginner deep learning practitioner,By Arjun R,"Jan 15, 2019",5,deep-neural-network
"Thank you Andrew Ng Sir, you made every complex topic easily understandable with very efficient way.Thanks for everything Sir!!!! ",By Arram B,"Jan 05, 2019",5,deep-neural-network
Excellent course to understand how NN works without extensively using any deep learning frameworks (except tensorflow at the end),By Gunsu A,"Jan 03, 2019",5,deep-neural-network
Great Course Theory wise full marks but I think some more practicals would have been a great but still great learning experience,By Rajwardhan S,"Dec 08, 2019",5,deep-neural-network
All concepts are explained in detail. This course is extremely useful and highly recommended for everyone in this field. Thanks.,By NITIN B,"May 26, 2019",5,deep-neural-network
Great as always especially the notebooks appear more mature now and are educational by themselves.Great job by Andrew and team!,By Sherif M,"Mar 29, 2019",5,deep-neural-network
"With Deep intuitive knowledge about Deep nets, Hyperparameters, Optimizers makes feel super confident of Deep Neural Networks.",By Manoj K R L,"Dec 27, 2019",5,deep-neural-network
"  O curso é muito didático e consegue passar os principais conhecimentos sobre Deep Learning de forma direta, concisa e precisa.  ",By Thiago G M,"Dec 23, 2019",5,deep-neural-network
Andrew Ng has a talent for making complicated concepts appear simple. The videos in this course are definitely worth the time.,By Jenhan T,"Jun 13, 2019",5,deep-neural-network
"Another wonderful course from Andrew Ng, and gives a good intro to tensor flow at the end. Looking forward to the next course!",By Sam D,"Feb 12, 2019",5,deep-neural-network
"Very good course, helps develop actual concepts by implementing a deep neural net just in python and not using any framework.",By Prosenjit D,"Dec 05, 2019",5,deep-neural-network
"Wonderful explanation of optimization algorithms, hyper-parameter tuning and regularization.Great introduction to TensorFlow.",By Ankit S,"Nov 30, 2019",5,deep-neural-network
I hope you guys could improve the hardness of the programming assignments. They seem to be a little easy compared to quizzes.,By 胡青翘,"Jul 10, 2019",5,deep-neural-network
"As usual, Andrew Ng has explained the concepts in the simplest way possible. A little work outside the course can help a lot.",By sudheer n D,"Jun 17, 2019",5,deep-neural-network
Thanks to this course I will now be able to improve the performance of my neural network in a more efficient way. I loved it,By Augusto R,"Apr 04, 2019",5,deep-neural-network
"The focus on building ""intuitions"" behind the math has been a refreshing approach to learning material like this. Thank you!",By James G,"Jan 13, 2019",5,deep-neural-network
"Excellent simple but comprehensive explanations. Structured progress, with just the right duration for lectures. Thank you.",By Gilad R,"Aug 11, 2019",5,deep-neural-network
"Very good, I learnt how to optimize forward and backward propagation. I learnt how to use tensor flow. Thank you very much.",By Shuang G,"Aug 08, 2019",5,deep-neural-network
"A great course, although I had most of this material in the university but it was very fun to learn from anothr perspective",By Mustafa K,"May 22, 2019",5,deep-neural-network
"Dr. Ng's courses are among the best I've seen on the web. Simple, precise, clear, easy to understand and easy to implement.",By Varun P,"Apr 05, 2019",5,deep-neural-network
Great aside from the Tensor Flow section which is a bit rushed but there is a specialization on TensorFlow so all is good!,By Vico L Z Y,"Jul 22, 2019",5,deep-neural-network
"This is more than a course, its a companion, Andrew Ng is unarguably one of the best knowledge distributor in the world!!!",By Ozioma N,"May 22, 2019",5,deep-neural-network
"though i was experienced in Deep learning, I learned a lot of new things and specially intuitions to tune a neural network",By Younes Z,"Apr 08, 2019",5,deep-neural-network
I think this section is a great tips and trick that related to deep learning. How to make your model awesome. and awesome. ,By Asaduddin A Z,"Apr 04, 2019",5,deep-neural-network
"Another great course following the first course on Neural Network, thank you Andrew Ng and team for putting this together",By Ashwini J,"Dec 23, 2019",5,deep-neural-network
"Andrew Ng is amazing, the way he describe things are awesome. It open many new things to learn and expand ones knowledge. ",By Tej N Y,"Nov 28, 2019",5,deep-neural-network
This course is very good for basics and to start learning frameworks such as Tensorflow. I enjoyed learning this course .,By Shekhar J,"Jul 26, 2019",5,deep-neural-network
"Excelente curso, aunque me quedé con las ganas de implementar la normalización de lote en Numpy antes de usar TensorFlow.",By Dunitt M,"Jan 11, 2019",5,deep-neural-network
"Learnt a great deal about tuning models. Concepts of regularization, batch norm and optimizers  were very well explained.",By Sourav,"Jan 05, 2019",5,deep-neural-network
It was so awesome .I got to know the minute details which would certainly help me in making a better deep learning model.,By Subham K,"Jan 05, 2019",5,deep-neural-network
So much practical knowledge packed in 3 weeks of study. Amazing tour de force on the practical aspects of deep learning!,By Gabriel L,"Feb 20, 2019",5,deep-neural-network
"great course - program assignments can be a bit harder... plus, maybe more tensorflow  assignments can be really useful",By Dan L,"Jan 30, 2019",5,deep-neural-network
couldn't get better! Very well explained by Professor Andrew Ng how we can increase the performance of the deep nets .  ,By Shaelander C,"Sep 13, 2019",5,deep-neural-network
Great Course. Great Instructor. I finished it in 1 week. I love that in the final assignment we get to use TensorFlow.,By Prashidha K,"Jul 07, 2019",5,deep-neural-network
Exceptional insight on how Deep model work. The part on hyperparameters is simple and exceptional. Great introduction.,By Giacomo M,"May 10, 2019",5,deep-neural-network
"It was a great learning period with a high quality content, I learned a lot. thank you andrew and thank you coursera.",By Guissous A E,"Dec 01, 2019",5,deep-neural-network
Great Content. And Great Programming Assignments to Practice All the Things Taught in the Slides.Thank you Andrew NG.,By Sahan P,"Nov 24, 2019",5,deep-neural-network
This course helped me to understand better the concept of Overfitting and the behavior of Neural Networks in general.,By Rúben G,"Oct 13, 2019",5,deep-neural-network
I think this course is very useful for the beginners understanding the basic and important concepts of deep learning.,By AlexanderLiu,"May 16, 2019",5,deep-neural-network
Again one more excellent course from Andrew Ng! Great path for mastering Deep Learning! Learnt a lot from Andrew Ng!,By Karthikeyan R,"Dec 17, 2019",5,deep-neural-network
"Found this to be a tad bit difficult than the others, but great learning and really simple explainations by Prof NG!",By Rishabh M,"Dec 08, 2019",5,deep-neural-network
Immense amount of learning in these first two courses. Will go over the lectures once again to cement understanding.,By Prashanth,"Nov 25, 2019",5,deep-neural-network
One of the best. Having been working with deeplearning for 2 years. Yet i have had some nice pointers in this course,By Krishna T T,"Nov 24, 2019",5,deep-neural-network
"There is a lot to digest in this course. As always, Andrew did a great justice to every element of the entire course",By Ore S,"Nov 13, 2019",5,deep-neural-network
"Great course, perfect continuation for the machine learning course imparted by the Standford University on Coursera.",By Oscar R R M,"Aug 27, 2019",5,deep-neural-network
"Concepts such as dropout, batch norm and exponentially weight averages are explained very well with good intutiions.",By Mohammed K A K,"Apr 03, 2019",5,deep-neural-network
"Great Insights for improving performance of Deep Neural Networks, couldn't find any better resource other than this.",By Prafful P,"Mar 31, 2019",5,deep-neural-network
"Amazing deep learning course which gives me so much inspiration about AI.Highly recommend to join it, will move on.",By 徐瑞宗,"Sep 27, 2019",5,deep-neural-network
Powerful content in easy way and excellent assignments to make the knowledge more accurate and related to the work. ,By Mohamed E,"Aug 13, 2019",5,deep-neural-network
"This course of Professor Andrew Ng is as excellent as all the others of him. When I think about AI, he is the best.",By Ali A,"Mar 25, 2019",5,deep-neural-network
Excellent module for understanding the mechanism and insights on tuning hyper-parameters for Deep Neural Networks.,By Isaac T,"Oct 07, 2019",5,deep-neural-network
I really enjoyed this course. There are a lot of great ideas to improve your learning system! Thanks Andrew a lot!,By Petro H,"Sep 16, 2019",5,deep-neural-network
"After completing the first course of this series, I feel very confident in applying Neural Networks in my domain. ",By vanraj,"Dec 24, 2019",5,deep-neural-network
A great introduction to tuning neural nets. Exercises were extremely useful in explaining the techniques further.,By Jordan S,"Sep 11, 2019",5,deep-neural-network
Hope the tensorflow homework can be more clearly instructed. And hope there were more tensorflow part of homework,By Celia C,"Mar 27, 2019",5,deep-neural-network
Awesome course to know about the hyperparameters and their tuning and its importance while training the network.,By Karthik K M,"Oct 11, 2019",5,deep-neural-network
Its a great course for learning optimization techniques which are very well explained with the math behind them.,By Suvansh B,"Sep 16, 2019",5,deep-neural-network
Great course.  I now have a better understanding of the process of fine tuning a model to maximize its accuracy.,By adolfo b,"Aug 28, 2019",5,deep-neural-network
Perhaps more examples of tensor overflow with direct implementation of neural networks provided by the framework,By Christian V,"Jul 16, 2019",5,deep-neural-network
"Estoy muy emocionado por los cursos de la especializacion, he aprendido bastante. Le agradezco a deeplearning.ai",By Jorge M G O,"Jun 02, 2019",5,deep-neural-network
Highly useful course. Complex concepts are explained in a structured way which makes them easily understandable.,By Hanna P,"May 06, 2019",5,deep-neural-network
"very good understanding of the hyperparameters for various optimization algos is given, with very good intution.",By Pochadri A,"Jan 27, 2019",5,deep-neural-network
"I am delighted to have completed this course, now I know how Hyperparametrs actually work and how to tune them.",By Aamir I,"Jul 15, 2019",5,deep-neural-network
Good solid theory and practice advancing my understanding of deep learning and an effective intro to TensorFlow,By William F,"Feb 17, 2019",5,deep-neural-network
"Una manera de optimizar el aprendizaje de tu modelo. Qué buen curso, qué buen profesor. Recomendado totalmente",By Alejandro J M R,"Aug 30, 2019",5,deep-neural-network
"Good balance between theory and practice, focusing on the impact of hyperparameters across the whole solution.",By Christian B,"Jun 25, 2019",5,deep-neural-network
"Great course for beginner to deep learning.I take this course after Machine Learning course by 
Andrew Ng.

.",By Khine K T,"Jul 01, 2019",5,deep-neural-network
I am getting and learning a lot of information through this course. Thank you Andrew Ng sir for such a course,By Chayan B,"Jun 26, 2019",5,deep-neural-network
The subject was covered in amazing detail. The highlight was that the great balance of concepts and practice.,By Regi M,"Mar 20, 2019",5,deep-neural-network
It completes well the first course. I'll hope the next lectures will be as interesting as the two first were.,By Clerc-Gherardi,"Jan 13, 2019",5,deep-neural-network
Another great course for deep learning. The assignments are really great especially the intro to Tensorflow.,By Jeffry S,"Sep 22, 2019",5,deep-neural-network
course has given me deep insights in deep learning which is not possible to get from any other online course,By abhishek a,"Jul 23, 2019",5,deep-neural-network
That was AWSOME! It was really good and I'm pretty sure it would help me through my study and career!Thanks!,By Mohamadreza Z,"Apr 14, 2019",5,deep-neural-network
"Very useful concepts, and well designed quizes and programming exercises that helps understand the concepts.",By Bhishma,"Mar 31, 2019",5,deep-neural-network
Exceptional course: complete overwiew of basic concepts of Neural Network + good introduction to Tensorflow,By Giuseppe R,"Feb 03, 2019",5,deep-neural-network
Excellent resource for learning deep learning basics and techniques. Clear and intuitive instruction style.,By Manawaduge D,"Jan 26, 2019",5,deep-neural-network
Exceptional course! Very interesting and illustrative. Only problem I had was with the Tensorflow notebook. ,By Fernando G,"Jan 19, 2019",5,deep-neural-network
"Excellent course in regularization, optimization techniques and how to use them with Tensorflow framework.",By Jeeva V,"Mar 26, 2019",5,deep-neural-network
Provide good insights to tune neural networks from scratch and also provides introduction to tensorflow.,By Mandeep S G,"Dec 18, 2019",5,deep-neural-network
"Another awesome step on the journey with Andrew Ng. This course was fantastic, just like all his others. ",By David M,"Oct 14, 2019",5,deep-neural-network
Very good! It leverage your knowledge about deep learning making you a better professional in this area!,By Igor V L d N,"Sep 07, 2019",5,deep-neural-network
"Sir , you're amazing . About to complete this course within 3 days . Very much excited to learn from you",By Niwanshu M,"Sep 03, 2019",5,deep-neural-network
This course helps to understand further knowledge that we learned in the previous part 1 specialization.,By Bhishan P,"May 31, 2019",5,deep-neural-network
I really like this introduction to TensorFlow! Great explanation and continuation from previous module.,By Lulu L,"Sep 04, 2019",5,deep-neural-network
Excellent Course.. Though I need to listen to multiple times and practice before I get mastery over it. ,By Guru C B,"Jul 08, 2019",5,deep-neural-network
"Amazing explanation and examples made the course so much interesting, completed a week course in a day.",By Rahul S,"Mar 20, 2019",5,deep-neural-network
Wonderful..it was tough to manage with office but somehow managed. Andrew and his team are magnificent. ,By Jayatu S C,"Jan 26, 2019",5,deep-neural-network
This course was very informative and gave me a good estimation of different types of hyper parameters.,By Md. S K,"Oct 11, 2019",5,deep-neural-network
"Wonderful course. I learned about basic TensorFlow, regularization, optimization and parameter tuning. ",By Panu P,"Aug 27, 2019",5,deep-neural-network
One of my favourite courses in the specialization. This is the course i'll be coming back to the most.,By Njabulo M,"Aug 23, 2019",5,deep-neural-network
Really learned a lot from this course. Hyperparameter tuning is something I now understand much better,By ABDUL A I,"Feb 24, 2019",5,deep-neural-network
"Very Good course, Recommend to anyone who is trying to learn and dive into the field of deep learning",By Herambeshwar P,"Jul 22, 2019",5,deep-neural-network
"this course helped me to understand, what is effect of various hyper-parameters and how to tune them.",By Somex K G,"Jan 15, 2019",5,deep-neural-network
"Please give explanation about tensorflow , what computation graph is and how does a session works  .",By Akshat J,"Dec 21, 2019",5,deep-neural-network
Covers theoretical aspects very well and good programming exercise that reinforces the theory again.,By Sandeep D,"Jul 28, 2019",5,deep-neural-network
Excellent resource for strategies on tuning hyper-parameter.  Also a good introduction on tensorflow,By Deven P,"May 19, 2019",5,deep-neural-network
Loving the specialisation so far. TensorFlow introduction very basic - could use another week maybe?,By Alexandros A,"Apr 22, 2019",5,deep-neural-network
Excellent course. I feel it's cool to learn deeplearning in such amazing approach! Thank you Pro NG.,By 郑韬,"Mar 18, 2019",5,deep-neural-network
Really learned a lot . Speed was just right and covered a lot I mean a lot of information well done!,By Stephen G,"Mar 13, 2019",5,deep-neural-network
The Coding assignment is a little bit easy. Most question could be done without watching the video. ,By Jiahui W,"Dec 31, 2019",5,deep-neural-network
Excellent explanations. What I like best it all the intuitions for why things work that are  given.,By Ingrid N,"Nov 13, 2019",5,deep-neural-network
How dare you not rate this course with 5 stars. ? :) Thanks Professor Andrew ! Awesome explanation.,By Muhammet A Ö,"Sep 17, 2019",5,deep-neural-network
"Very useful course, it helps me systematically learn the main aspects/methodologies of improving NN ",By sherryz,"Sep 09, 2019",5,deep-neural-network
"Great course to get intuitive understanding of optimizers, regularization , hyperparameter tuning.",By Prakash C,"Oct 09, 2019",5,deep-neural-network
"Complete, addictive and professional course. It covers every aspect from theoretical to practical. ",By Melvin M,"Aug 11, 2019",5,deep-neural-network
Very well explained with real case scenarios. Shall recommend to anyone interested in learning DL.,By Shringar K,"Jul 28, 2019",5,deep-neural-network
Great Class! It's nice to have some experience on frameworks like Tensor-flow by the end of class.,By Jack S,"Jul 07, 2019",5,deep-neural-network
this course is good for building foundation and start a career in data science and computer vision,By Rajnish k,"May 30, 2019",5,deep-neural-network
Very In-depth course and useful insights provided by Andrew. The way of explanation is really good,By Akshay P,"May 30, 2019",5,deep-neural-network
Gives quite an insight regarding all the hyper parameters and how to use them to get a good model.,By Rohan G,"Feb 11, 2019",5,deep-neural-network
A crucial piece of knowledge about NN optimization techniques and a brief intro to Tensorflow v1.,By Maxim V,"Sep 29, 2019",5,deep-neural-network
Finally a clear explanation and methodology about the dark magic of Deep Learning Hyperparameters,By Mathieu F,"Aug 31, 2019",5,deep-neural-network
"A very good follow on to the first, introductory course. More of a ""deeper dive"" and more detail.",By Paul F G,"Aug 09, 2019",5,deep-neural-network
Really great course. It naturally builds on the previous course. Nice introduction to Tensorflow.,By Wesley H,"Jul 23, 2019",5,deep-neural-network
"Great at introducing key hyper-parameters, their importance, and the appropriate way to use them. ",By Liam A,"Jun 17, 2019",5,deep-neural-network
The problems are getting more and more interesting :dOn to the next course in the specialization!,By Rohan M,"Jun 14, 2019",5,deep-neural-network
Excellent! I've learnt about useful optimizations and some delicate things about neural networks.,By Korobov P,"Apr 28, 2019",5,deep-neural-network
I really enjoyed doing this assignment. A perfect combination of hands-on and concept discussion. ,By Ravikant C,"Mar 28, 2019",5,deep-neural-network
Andrew Ng is hands down the best teacher in this space. Excellent lectures and a well run course.,By Kirk B,"Jan 17, 2019",5,deep-neural-network
This course is very useful for me. It helps me understand better some parts in the first course.,By Yunya G,"Sep 03, 2019",5,deep-neural-network
Very useful and programming assignments came in handy to revise and strengthen the understanding,By Prasanth T,"Jul 23, 2019",5,deep-neural-network
Awesome course! Andrew explained optimizers like RMSProp and Adam very clearly. I learned a lot!,By Johnson J,"Mar 25, 2019",5,deep-neural-network
"Excellent course on hyperparameter tuning, regularization and optimization. Highly recommended.",By Karthikeyan T P,"Dec 02, 2019",5,deep-neural-network
Fast and clear course. Has a lot of small exercises that are very handy for your own algorithms,By Sergii G,"Nov 20, 2019",5,deep-neural-network
Thanks a lot Professor Andrew you're such a great man. The course/specialization is terrific <3 ,By Abdelrahman A,"Jul 20, 2019",5,deep-neural-network
Fantastic course. Sply the codes and the way they have been thoughtfully structured. Brilliant!,By Akshaya P K,"Apr 22, 2019",5,deep-neural-network
What learned during the course was building the self confidence in the subject area really lot.,By Pradeep I,"Mar 04, 2019",5,deep-neural-network
Well balanced syllabus. covering the intuitive part as well as the procedure of implementation.,By Muhammad A,"Jan 13, 2019",5,deep-neural-network
This course is very helpful for understanding the granular details of Deep Learning. Thank You,By Anurag C,"Dec 02, 2019",5,deep-neural-network
"excellent review of main techniques in training nns, really understood now some best practices",By Horia V,"Nov 11, 2019",5,deep-neural-network
"Good courseSome difficulty with programming assignments, because errors are difficult to debug",By Jeffrey W,"Nov 11, 2019",5,deep-neural-network
this is the best like the course 1 and I am realy eager to pass the rest of this specializtion,By Mitra T,"Sep 01, 2019",5,deep-neural-network
Andrew NG is one of the best teachers I'll ever had. He convert difficult things to easy ones,By David S,"Oct 10, 2019",5,deep-neural-network
"great instructor, great course content. Would recommend to anyone looking into deep learning!",By Ismael B,"Jul 08, 2019",5,deep-neural-network
Got a much better understanding of the hyperparameters! Great job on explaining the details. ,By ANDREW ( G,"Dec 20, 2019",5,deep-neural-network
Gained knowledge on various techniques of hyper parameter tuning. Good intro to Tensor Flow.,By Nithya K,"Sep 02, 2019",5,deep-neural-network
Course is good for a beginner goes from basics to advanced with practice assignments as well,By Vivek V A,"Feb 04, 2019",5,deep-neural-network
i am galde to finish this course and i am very interested to continue to complet all courses,By IAZZI A,"Feb 02, 2019",5,deep-neural-network
The coarse is well structured a so great.I enjoyed a lot.Thank you for this amazing coarse.,By Bharathikannan.N,"Dec 26, 2019",5,deep-neural-network
Excellent course!  Learned much more than the one Neural Networks university course I took.,By jamie s,"Sep 19, 2019",5,deep-neural-network
Very Intuitive and well explained. Extremely helpful strategies listed for training models.,By Ishan M,"Jun 22, 2019",5,deep-neural-network
Thank Professor Ng for teaching us with such as a well-organized and very unique contents.  ,By Tim W,"Dec 16, 2019",5,deep-neural-network
An excellent course with practical applications on how to do better hyper-parameter tuning,By NAMBURI G S S S,"Nov 11, 2019",5,deep-neural-network
Invaluable to understand the practical specifics of hyperparameter tuning and optimization,By Dmitry S,"Oct 18, 2019",5,deep-neural-network
Very nice course. Gives a real world perspective into optimization of deep learning models,By Joe M,"Sep 29, 2019",5,deep-neural-network
Thanks again for the great tutorials and the learning experiences!  Thoroughly enjoyed it!  ,By Anne G,"Aug 28, 2019",5,deep-neural-network
"Thanks to deeplearning.ai for this nice couse, really learned a lot and good for beginner.",By Jerry,"May 28, 2019",5,deep-neural-network
Awesome course. Improving the Deep Neural Network performance is explained so intuitively. ,By Saurabh S,"Mar 24, 2019",5,deep-neural-network
"The professor Andrew is the best, learn with him is the best way to learn deep learnning. ",By Gabriel S,"Oct 18, 2019",5,deep-neural-network
Very interesting topics. Good explantion. The introduction to tensorflow should be softer ,By borja v ,"Aug 19, 2019",5,deep-neural-network
Great explanations on some of the complex tunings with detailed practical in assignments. ,By Mun T Y,"Aug 17, 2019",5,deep-neural-network
Great introduction to practical aspects of tuning and optimizing a deep learning network.  ,By Stan Y,"Feb 17, 2019",5,deep-neural-network
Found no other course which deals with improving DNN in such depth and organized manner.,By Vipul S,"Dec 21, 2019",5,deep-neural-network
Thanks great! But the slides for the downloads are not always exactly the same as shown. ,By André E,"Nov 03, 2019",5,deep-neural-network
Detail explanation and programming assignment for review are really helpful.  Thank you.,By yang,"Jul 30, 2019",5,deep-neural-network
Highly valuable insights and amazing teaching style.  I will likely go back to this one.,By Nenad S,"Jun 05, 2019",5,deep-neural-network
"very good content on Hyperparameter tuning , regularization ,Optimization and tensorflow",By Rahul K,"Jan 28, 2019",5,deep-neural-network
Amazing course taught by amazing instructors. I feel hugely indebted to my instructors.,By ANURAG S,"Dec 26, 2019",5,deep-neural-network
This course was exponentially better and more informative than the previous. Thank you!,By Angelo F,"Dec 11, 2019",5,deep-neural-network
Great course!!!Really thorough with adequate examples to understand the concepts needed,By Opeyemi F M,"Aug 20, 2019",5,deep-neural-network
Simple breakdowns of hard concepts and building intuition from ground up. Great Course!,By Emre E,"Aug 03, 2019",5,deep-neural-network
"Though a little more complex for a Python beginner like me, I find it easy to follow :)",By Afiq S,"Feb 25, 2019",5,deep-neural-network
A lot of help. The only thing is that the programming assignment is not enough for me.,By Genyu Z,"Nov 05, 2019",5,deep-neural-network
"Loved this course, goes into details and helps you develop intuition into how NN work.",By Yassine L,"Jun 25, 2019",5,deep-neural-network
