Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
1403,Course_1403,Data Science,99,3445,55.620396,Udemy,136.62558,4.0783324
1405,Course_1405,Business,34,1185,97.426186,Udemy,106.14784,4.9832926
1406,Course_1406,Technology,48,3805,94.462746,Udemy,18.800947,4.475769
1410,Course_1410,Design,18,2316,97.18127,Udemy,93.917206,4.696955
1411,Course_1411,Office Tools,49,1919,87.307785,edX,77.38959,4.729717
1413,Course_1413,Programming,13,967,71.64273,edX,175.9608,3.9932725
1414,Course_1414,Data Science,14,4703,57.919662,LinkedIn Learning,84.52919,4.2763805
1415,Course_1415,Office Tools,84,4643,68.37618,LinkedIn Learning,142.27759,3.946023
1416,Course_1416,Technology,32,203,67.307816,edX,162.79402,4.2003865
1417,Course_1417,Technology,48,1741,75.961784,LinkedIn Learning,139.35812,4.659089
1419,Course_1419,Data Science,84,4637,94.63267,Udemy,30.39765,4.7425766
1420,Course_1420,Office Tools,82,2295,82.071045,edX,11.013973,3.0452373
1421,Course_1421,Design,72,3171,85.39189,edX,48.696037,4.482545
1422,Course_1422,Finance,84,4634,92.934975,Udemy,76.38936,3.121958
1423,Course_1423,Data Science,20,3072,65.81301,Udemy,111.21972,4.921636
1426,Course_1426,Finance,31,1112,95.52701,edX,103.70081,4.2314086
1427,Course_1427,Marketing,10,2144,67.907974,LinkedIn Learning,120.16692,4.7695317
1428,Course_1428,Design,42,2394,71.42209,Udemy,165.51033,3.8492436
1429,Course_1429,AI,69,2169,87.87431,Udemy,185.5968,3.3725598
1430,Course_1430,Finance,48,1382,93.33261,LinkedIn Learning,63.329575,3.170682
1431,Course_1431,Finance,23,2309,93.270546,edX,199.60289,4.0271716
1432,Course_1432,Data Science,30,4670,62.90324,edX,100.26528,4.799373
1433,Course_1433,Business,92,736,86.83996,edX,123.77659,4.3710933
1437,Course_1437,Marketing,54,311,78.733795,Udemy,186.22676,4.268267
1438,Course_1438,Finance,44,3514,50.425556,edX,144.62733,3.8014019
1439,Course_1439,Data Science,38,1160,56.73576,edX,145.87506,4.877111
1441,Course_1441,Marketing,85,1749,85.04982,LinkedIn Learning,74.29377,4.0222397
1442,Course_1442,Programming,53,691,99.78614,LinkedIn Learning,114.827126,4.6754766
1443,Course_1443,Programming,11,640,69.23539,Udemy,20.625227,3.904198
1444,Course_1444,Data Science,62,1783,83.38675,edX,131.42729,3.838355
1445,Course_1445,AI,41,4538,51.46174,LinkedIn Learning,63.85263,3.7950861
1446,Course_1446,Data Science,51,1029,63.084023,LinkedIn Learning,114.57777,3.1137996
1447,Course_1447,Marketing,91,917,88.756485,LinkedIn Learning,110.26487,4.933653
1448,Course_1448,Marketing,60,1367,93.24192,LinkedIn Learning,83.64622,4.0104938
1449,Course_1449,Programming,34,3676,93.045494,Udemy,13.756809,3.1318386
1450,Course_1450,AI,95,3050,95.69598,edX,102.38413,4.078342
1451,Course_1451,Design,68,349,70.3445,Udemy,149.31233,3.457834
1452,Course_1452,Data Science,78,1433,66.26828,edX,85.20897,4.7131624
1454,Course_1454,Business,28,278,83.50824,LinkedIn Learning,102.2319,4.7935224
1455,Course_1455,Design,78,4054,62.70744,Udemy,113.94221,4.392979
1456,Course_1456,Marketing,63,3273,78.17784,LinkedIn Learning,87.06567,4.314327
1458,Course_1458,Marketing,92,3785,78.75356,LinkedIn Learning,95.17324,3.9495955
1459,Course_1459,Office Tools,48,2172,69.3992,Udemy,192.15605,4.0025268
1460,Course_1460,Marketing,28,1215,72.789604,Udemy,127.0495,4.1079865
1461,Course_1461,Design,39,4253,58.888554,Udemy,119.82926,4.358428
1464,Course_1464,AI,12,2530,63.83669,Udemy,117.65691,3.0504222
1465,Course_1465,Office Tools,41,4025,59.0093,Udemy,143.65575,4.401271
1466,Course_1466,Data Science,98,1891,56.180893,edX,87.18493,4.5918875
1467,Course_1467,Design,75,273,58.75098,edX,110.52926,4.634672
1468,Course_1468,Business,31,647,68.59255,Udemy,66.04219,4.4571204
1470,Course_1470,Technology,67,4751,64.54784,LinkedIn Learning,171.43318,3.4715042
1471,Course_1471,Programming,90,1589,78.8331,LinkedIn Learning,50.71972,3.4629593
1472,Course_1472,Office Tools,58,1604,84.13411,LinkedIn Learning,62.920307,3.1219964
1474,Course_1474,Office Tools,39,4239,75.74652,Udemy,22.538412,4.2980866
1475,Course_1475,Office Tools,22,1749,89.4304,edX,183.97832,3.5905154
1476,Course_1476,Design,14,579,75.63595,edX,70.58431,4.2081065
1477,Course_1477,Finance,99,4713,58.35888,LinkedIn Learning,60.14459,4.2988396
1478,Course_1478,Business,80,3165,56.01268,LinkedIn Learning,173.3829,4.3416657
1479,Course_1479,Finance,67,1417,88.76138,edX,57.378517,3.3882155
1480,Course_1480,Business,31,965,52.736492,edX,16.668474,3.4276123
1481,Course_1481,Data Science,56,3312,86.01659,edX,60.982475,3.9479704
1482,Course_1482,Design,12,3891,87.04435,edX,57.748585,4.4186583
1484,Course_1484,Design,74,3738,56.293415,edX,163.28694,4.2550125
1485,Course_1485,Office Tools,10,2362,52.11664,Udemy,183.3246,4.0189843
1487,Course_1487,Data Science,82,4321,81.778786,LinkedIn Learning,94.562775,4.0145392
1488,Course_1488,Data Science,19,2769,59.971725,edX,56.3959,4.100592
1490,Course_1490,AI,98,1553,86.46249,edX,126.43307,3.5797453
1491,Course_1491,Marketing,23,244,69.734436,Udemy,65.40808,4.4765587
1492,Course_1492,AI,92,782,68.28383,LinkedIn Learning,151.58852,4.609009
1494,Course_1494,Design,50,1211,92.66647,edX,82.37141,3.3072994
1495,Course_1495,Programming,93,1207,82.042404,edX,155.1927,4.04254
1496,Course_1496,Programming,93,3472,56.15514,edX,192.19536,3.7817214
1498,Course_1498,Business,39,138,55.8304,LinkedIn Learning,66.41805,3.1551764
1499,Course_1499,AI,51,3310,74.53163,edX,198.16391,3.030789
1502,Course_1502,Programming,12,2551,67.39342,edX,187.21967,4.5007343
1503,Course_1503,Finance,69,4306,55.403923,LinkedIn Learning,125.73767,3.6379585
1505,Course_1505,Business,83,4990,73.83523,LinkedIn Learning,132.5649,4.399067
1506,Course_1506,Data Science,85,2890,78.419075,Udemy,186.46843,3.4758637
1507,Course_1507,Business,26,2563,87.11198,LinkedIn Learning,55.569283,4.37244
1508,Course_1508,Finance,26,3855,71.580055,Udemy,171.83127,4.188152
1509,Course_1509,Marketing,91,2475,69.492065,LinkedIn Learning,137.3511,4.796547
1510,Course_1510,Design,65,4672,70.32059,LinkedIn Learning,18.989643,3.7495694
1511,Course_1511,Business,64,1385,99.416916,Udemy,45.305878,3.8696964
1512,Course_1512,Design,39,512,58.91266,edX,86.2788,3.6711278
1514,Course_1514,Technology,98,2128,58.80383,LinkedIn Learning,169.86693,4.237538
1515,Course_1515,Design,39,1775,71.39615,Udemy,163.83754,3.064423
1516,Course_1516,Business,49,406,79.37861,Udemy,40.559418,3.4543633
1517,Course_1517,Technology,46,2766,55.326355,Udemy,191.81842,4.7489214
1518,Course_1518,Data Science,43,4906,96.28357,Udemy,141.74532,3.0481513
1519,Course_1519,Programming,47,2549,88.342064,Udemy,134.15987,4.926327
1520,Course_1520,Technology,23,3470,67.73213,LinkedIn Learning,55.11475,4.8811207
1521,Course_1521,AI,16,489,88.64612,Udemy,156.7546,4.558896
1522,Course_1522,AI,89,1066,79.615685,edX,50.85553,4.985219
1523,Course_1523,Design,41,2980,90.13921,Udemy,47.80722,4.5837073
1524,Course_1524,Technology,47,1357,55.66239,Udemy,84.82118,3.2814405
1525,Course_1525,Finance,42,118,82.2512,edX,18.463863,4.8819485
1526,Course_1526,Programming,16,3640,57.3773,LinkedIn Learning,126.4074,4.5085907
1528,Course_1528,Programming,68,1308,93.786835,Udemy,64.873634,4.71301
1529,Course_1529,Marketing,18,1542,83.52964,LinkedIn Learning,28.52494,3.2546482
1531,Course_1531,Office Tools,39,1713,79.57934,Udemy,119.18826,4.877951
1532,Course_1532,Programming,89,4727,88.49096,edX,68.10476,3.0115557
1533,Course_1533,Business,51,2309,70.808044,Udemy,50.886127,3.0621598
1534,Course_1534,Office Tools,59,2503,79.85926,Udemy,80.45261,4.7263336
1535,Course_1535,Business,32,821,97.84977,Udemy,87.57223,4.0567226
1536,Course_1536,Office Tools,76,2349,69.21093,edX,43.626633,3.9427376
1538,Course_1538,Business,90,1327,75.86073,Udemy,10.05793,4.532774
1539,Course_1539,Business,58,1349,74.9013,LinkedIn Learning,78.95817,3.0661845
1540,Course_1540,Marketing,40,1902,53.12604,Udemy,97.09776,4.13195
1541,Course_1541,Marketing,15,2712,66.81768,LinkedIn Learning,58.82193,3.2848434
1542,Course_1542,Office Tools,85,2476,96.82817,LinkedIn Learning,141.50148,3.2919478
1545,Course_1545,Design,48,2909,91.96343,LinkedIn Learning,112.4484,4.099773
1548,Course_1548,Marketing,16,2030,64.07929,LinkedIn Learning,17.14069,4.942963
1551,Course_1551,Technology,46,2363,90.19099,Udemy,141.4531,4.049993
1552,Course_1552,Finance,40,4584,97.42564,LinkedIn Learning,164.6346,4.073186
1553,Course_1553,Finance,22,4812,93.02021,Udemy,147.94371,3.2870302
1554,Course_1554,Data Science,15,4863,99.54851,LinkedIn Learning,55.675167,4.3848033
1556,Course_1556,Programming,29,4706,68.530205,Udemy,130.1317,4.520011
1557,Course_1557,Data Science,66,3633,92.52791,Udemy,23.048134,3.8079302
1561,Course_1561,Office Tools,19,1130,86.6345,Udemy,55.2854,3.405138
1564,Course_1564,AI,46,3073,51.72709,LinkedIn Learning,149.42151,3.5813532
1565,Course_1565,Programming,20,2276,53.660797,edX,126.97237,3.345356
1566,Course_1566,Technology,77,3523,88.8003,LinkedIn Learning,31.248205,3.5473945
1567,Course_1567,Design,60,1945,55.15075,Udemy,166.31264,4.519952
1568,Course_1568,Technology,61,3029,76.446434,edX,11.110668,4.237016
1569,Course_1569,Programming,98,4309,64.66797,Udemy,157.02567,4.4150662
1571,Course_1571,Design,48,3311,72.58968,LinkedIn Learning,134.43085,3.123261
1572,Course_1572,AI,46,3599,53.981453,Udemy,184.26515,4.0727353
1573,Course_1573,Design,47,2607,81.795204,Udemy,47.30555,3.8508165
1575,Course_1575,Business,29,4158,76.20823,LinkedIn Learning,175.29376,4.053858
1576,Course_1576,Marketing,35,3794,99.106155,Udemy,36.219254,4.2736826
1578,Course_1578,Technology,80,926,99.16487,Udemy,198.54968,3.3765635
1581,Course_1581,Business,94,4964,94.421364,edX,81.40555,3.5381439
1582,Course_1582,Programming,34,1975,94.4195,LinkedIn Learning,122.71965,3.7104
1584,Course_1584,Design,19,2018,59.35126,edX,56.14521,3.585378
1585,Course_1585,Data Science,18,4715,96.89508,LinkedIn Learning,14.792484,3.004951
1586,Course_1586,Data Science,41,2561,99.27788,LinkedIn Learning,22.736952,3.6163905
1588,Course_1588,Technology,34,2538,96.22149,LinkedIn Learning,86.99089,3.520748
1589,Course_1589,AI,81,2160,84.6156,Udemy,126.68514,3.289824
1590,Course_1590,AI,80,2596,56.493004,edX,82.02664,3.8008034
1591,Course_1591,Business,86,1881,96.26248,edX,81.14166,3.8249166
1592,Course_1592,Business,18,4861,95.01418,edX,151.32454,3.6530473
1594,Course_1594,Business,89,824,67.20134,LinkedIn Learning,126.54761,4.025063
1596,Course_1596,Design,91,3534,98.03555,LinkedIn Learning,114.49736,3.1644595
1597,Course_1597,Office Tools,69,4502,78.35197,LinkedIn Learning,34.52949,4.9511952
1598,Course_1598,Finance,76,4876,73.71588,Udemy,64.29822,3.3136146
1599,Course_1599,Programming,37,3576,74.71022,LinkedIn Learning,99.37312,3.1437886
1600,Course_1600,Technology,84,4657,77.21045,Udemy,156.85686,3.0614388
1603,Course_1603,Office Tools,98,1080,58.738823,Udemy,135.45874,3.9456546
1606,Course_1606,AI,63,769,91.48357,Udemy,140.94028,3.9228683
1607,Course_1607,Finance,19,1062,67.22898,LinkedIn Learning,148.88695,4.253791
1608,Course_1608,AI,77,2179,55.2352,LinkedIn Learning,56.93686,3.9569843
1610,Course_1610,Marketing,55,1430,71.59315,edX,45.55669,3.1721842
1611,Course_1611,Finance,58,3778,65.74072,edX,69.136604,3.347139
1612,Course_1612,Design,57,3887,69.538,edX,177.76096,3.3836324
1614,Course_1614,Data Science,23,488,95.524475,LinkedIn Learning,14.6874075,4.061026
1616,Course_1616,Marketing,81,1589,72.613945,edX,70.92936,4.359323
1617,Course_1617,Finance,29,4108,65.40744,Udemy,112.61552,3.6940207
1618,Course_1618,Technology,98,1729,50.45623,LinkedIn Learning,42.616444,3.8987257
1619,Course_1619,Data Science,43,4795,72.30487,edX,102.11184,3.902256
1621,Course_1621,Design,95,3457,85.389114,Udemy,48.33727,3.7749403
1622,Course_1622,AI,38,1604,69.2683,LinkedIn Learning,138.27617,3.9073877
1623,Course_1623,Data Science,61,1682,89.30405,Udemy,13.877304,4.7081943
1624,Course_1624,Technology,55,3708,87.07831,LinkedIn Learning,142.51128,3.8370209
1625,Course_1625,Programming,29,953,52.15504,LinkedIn Learning,63.112564,3.3516474
1627,Course_1627,Business,61,2355,89.77073,Udemy,138.18822,4.671125
1629,Course_1629,Marketing,95,4656,83.56541,LinkedIn Learning,34.61223,3.4486544
1631,Course_1631,Programming,18,4702,67.56455,LinkedIn Learning,11.069514,4.567807
1632,Course_1632,AI,25,3682,80.73859,edX,186.02438,4.5833125
1633,Course_1633,Data Science,86,246,67.84055,Udemy,147.56552,4.2211213
1634,Course_1634,Design,49,832,74.773155,Udemy,32.485756,3.2889743
1635,Course_1635,Technology,39,155,80.42927,edX,71.141075,4.834277
1637,Course_1637,AI,32,1550,59.48982,LinkedIn Learning,47.488663,4.2140546
1638,Course_1638,AI,48,815,98.56588,Udemy,57.83877,3.0714467
1639,Course_1639,Business,17,1851,76.05822,LinkedIn Learning,86.08396,4.4981327
1640,Course_1640,Marketing,58,3898,54.38323,LinkedIn Learning,69.22239,4.174209
1641,Course_1641,Office Tools,68,4520,82.82296,LinkedIn Learning,20.212946,3.477085
1644,Course_1644,Marketing,85,1461,69.10308,LinkedIn Learning,83.75962,4.3541036
1645,Course_1645,Programming,11,3869,85.933266,LinkedIn Learning,143.23608,3.6121926
1647,Course_1647,Finance,90,4021,97.99408,edX,119.06773,3.2509453
1648,Course_1648,Business,36,1125,91.68621,LinkedIn Learning,158.95483,4.670086
1650,Course_1650,Technology,53,1557,91.17804,edX,129.3456,4.7122664
1652,Course_1652,Data Science,31,3231,92.17318,LinkedIn Learning,43.58749,3.479156
1653,Course_1653,Design,55,4894,72.704185,edX,193.79224,3.8180704
1654,Course_1654,Finance,95,1964,94.82167,edX,113.30675,4.1972136
1655,Course_1655,Data Science,83,3229,87.93844,Udemy,68.288704,3.2022471
1657,Course_1657,Finance,97,3715,79.63037,Udemy,150.6207,4.578127
1658,Course_1658,AI,46,1885,98.41528,edX,45.440777,4.1657467
1660,Course_1660,Marketing,76,881,69.86405,LinkedIn Learning,78.044586,3.8323808
1661,Course_1661,Finance,11,2758,83.33152,edX,13.054705,3.3935604
1662,Course_1662,Office Tools,97,3189,87.0438,LinkedIn Learning,70.98175,3.8374383
1663,Course_1663,Marketing,70,885,94.05807,edX,110.18031,3.1090505
1665,Course_1665,Office Tools,81,586,65.36229,edX,105.12472,3.5829344
1669,Course_1669,Business,55,4313,90.24211,edX,180.99777,3.9145107
1670,Course_1670,Finance,71,3028,99.053734,edX,71.42384,4.9046617
1672,Course_1672,Programming,87,272,54.526085,LinkedIn Learning,183.42233,3.7230954
1673,Course_1673,Business,98,2204,98.64187,Udemy,64.89917,3.6527615
1675,Course_1675,Design,85,2351,68.267944,edX,127.091354,4.9906425
1676,Course_1676,Business,88,2446,88.7795,Udemy,154.8677,4.5086656
1677,Course_1677,Business,30,1006,54.814568,Udemy,59.526733,3.899219
1678,Course_1678,Data Science,48,4528,98.32291,Udemy,81.92236,4.1901116
1679,Course_1679,Programming,39,1986,89.37414,Udemy,165.27045,3.444291
1680,Course_1680,Business,11,4579,81.75618,Udemy,18.327675,3.9212315
1681,Course_1681,Office Tools,63,3977,58.745647,edX,113.95845,4.903329
1683,Course_1683,Data Science,23,1471,85.6789,LinkedIn Learning,124.333694,4.1932983
1684,Course_1684,Marketing,60,659,60.808613,Udemy,41.66098,4.409301
1686,Course_1686,Programming,77,3523,83.73192,edX,189.5224,4.451343
1687,Course_1687,Finance,52,2152,78.239655,edX,75.53682,3.2109492
1689,Course_1689,Office Tools,82,3446,89.327385,Udemy,58.99938,3.0770102
1690,Course_1690,Data Science,99,1461,99.65675,LinkedIn Learning,127.39417,3.1343007
1692,Course_1692,Design,19,4380,74.586075,LinkedIn Learning,88.855354,4.400578
1693,Course_1693,Programming,72,781,74.939575,Udemy,63.062843,3.8095098
1694,Course_1694,Finance,68,4769,63.02587,LinkedIn Learning,171.74988,3.299678
1695,Course_1695,Data Science,40,3829,99.216446,Udemy,157.60692,4.7541337
1697,Course_1697,Business,21,601,91.649864,LinkedIn Learning,162.39604,3.0801055
1698,Course_1698,Business,74,1236,75.79272,LinkedIn Learning,97.423,3.672148
1700,Course_1700,Finance,78,918,70.93046,edX,92.50292,3.509528
1701,Course_1701,Design,36,2673,71.56649,LinkedIn Learning,187.94637,3.658705
1703,Course_1703,Business,41,4605,99.84949,Udemy,139.1186,4.1929893
1706,Course_1706,Finance,94,587,74.82354,edX,197.80006,3.2969718
1707,Course_1707,Office Tools,50,1240,53.99906,LinkedIn Learning,146.85944,4.203219
1708,Course_1708,Design,91,964,76.62817,Udemy,36.79207,3.4908729
1710,Course_1710,Business,29,4946,63.95186,Udemy,105.67651,4.394295
1713,Course_1713,Office Tools,86,4437,81.91308,Udemy,167.33774,3.1921892
1714,Course_1714,Marketing,87,3391,88.370964,edX,43.72874,4.296102
1716,Course_1716,Office Tools,94,1381,60.12673,LinkedIn Learning,126.820526,3.2647536
1719,Course_1719,Marketing,35,3792,94.67341,edX,71.37418,3.3285758
1720,Course_1720,Finance,66,3369,51.905758,Udemy,195.94731,3.0039384
1721,Course_1721,Marketing,57,4084,89.27454,edX,83.70305,3.1955678
1722,Course_1722,Design,98,3827,76.81816,LinkedIn Learning,120.887474,3.6255763
1724,Course_1724,Office Tools,91,4816,93.05426,Udemy,21.624105,3.0578754
1725,Course_1725,Business,65,2264,60.857132,edX,141.36086,4.785251
1726,Course_1726,Design,30,690,61.768795,edX,91.3836,4.4003844
1727,Course_1727,Office Tools,75,3109,59.154667,Udemy,70.48786,4.4689217
1728,Course_1728,Design,74,4285,52.602726,Udemy,136.36168,4.9715896
1730,Course_1730,Technology,88,1210,58.49974,Udemy,102.235535,3.133022
1731,Course_1731,Data Science,19,141,89.491585,Udemy,110.66344,3.5789874
1732,Course_1732,Marketing,79,3410,98.5912,edX,66.853264,4.4147005
1733,Course_1733,AI,22,1008,88.161354,edX,191.1176,3.892309
1735,Course_1735,Data Science,70,2816,86.551094,Udemy,142.47485,3.5146608
1736,Course_1736,Business,97,3757,84.246414,Udemy,170.57881,4.117868
1737,Course_1737,Design,85,158,77.67434,edX,132.77202,4.7938175
1738,Course_1738,Office Tools,37,3781,92.88535,Udemy,36.35868,3.81379
1740,Course_1740,Business,97,4805,81.73329,LinkedIn Learning,90.52841,4.067256
1741,Course_1741,Data Science,20,3155,75.148544,Udemy,14.037056,4.0779243
1743,Course_1743,AI,68,2365,87.19371,Udemy,120.85292,3.1555984
1744,Course_1744,Technology,81,372,84.13071,LinkedIn Learning,95.917915,3.1040325
1745,Course_1745,Data Science,55,3350,74.43887,Udemy,149.10918,4.106002
1746,Course_1746,Marketing,65,2627,60.41125,Udemy,117.64451,4.266832
1747,Course_1747,AI,26,2581,89.188835,LinkedIn Learning,151.5125,4.0770683
1748,Course_1748,Business,39,679,53.839317,LinkedIn Learning,162.76245,4.526791
1750,Course_1750,Business,63,179,91.52511,edX,71.68306,4.954187
1751,Course_1751,Programming,33,161,91.27132,edX,130.90228,4.803098
1752,Course_1752,Technology,37,3915,65.15814,LinkedIn Learning,26.349028,3.9670503
1753,Course_1753,Data Science,18,3979,71.49521,edX,141.91515,3.1465445
1754,Course_1754,Programming,20,1013,69.611115,edX,158.37564,3.8448112
1755,Course_1755,Office Tools,94,437,86.50338,LinkedIn Learning,89.74331,3.0815475
1756,Course_1756,Design,32,2026,56.548,edX,184.05138,4.0893407
1757,Course_1757,Technology,68,3218,81.562035,edX,59.927296,3.3850908
1760,Course_1760,Data Science,48,832,83.40558,Udemy,10.500579,4.2379074
1762,Course_1762,Programming,68,1676,58.163136,LinkedIn Learning,33.17718,3.729845
1763,Course_1763,Marketing,69,867,80.95491,edX,14.276921,3.909838
1765,Course_1765,Design,72,1752,65.85834,Udemy,118.09389,3.49573
1766,Course_1766,Finance,89,4149,84.69108,edX,89.05169,4.273206
1767,Course_1767,AI,84,2880,98.958984,LinkedIn Learning,151.55089,4.6307416
1768,Course_1768,Finance,70,698,66.33305,edX,92.45318,4.9479113
1769,Course_1769,Design,52,3916,53.14047,Udemy,163.01205,4.0066233
1771,Course_1771,Technology,64,3868,83.61531,edX,95.436005,3.7304587
1772,Course_1772,Business,57,122,56.022835,LinkedIn Learning,134.58214,3.3623316
1773,Course_1773,Office Tools,84,4640,98.45145,LinkedIn Learning,118.34326,3.2038877
1774,Course_1774,AI,51,3559,99.86777,Udemy,147.09058,4.6089306
1775,Course_1775,AI,44,1975,54.485928,edX,13.557618,3.379447
1776,Course_1776,Programming,72,3404,81.579346,edX,146.7991,4.292151
1777,Course_1777,Finance,96,364,70.94203,LinkedIn Learning,195.32243,3.379573
1778,Course_1778,Office Tools,42,846,98.7673,edX,152.31892,4.9225006
1779,Course_1779,Business,73,3624,81.71305,LinkedIn Learning,183.73122,3.368396
1781,Course_1781,Finance,11,1285,70.580185,edX,180.40807,4.0094867
1783,Course_1783,Programming,20,4390,91.391785,edX,141.18204,4.981034
1785,Course_1785,Design,82,4035,83.83261,Udemy,78.45315,4.3032694
1786,Course_1786,Business,70,421,54.835487,edX,31.046116,4.206025
1787,Course_1787,Data Science,97,415,59.068157,edX,21.598839,4.7723956
1788,Course_1788,Office Tools,15,617,93.23823,edX,19.166553,4.153089
1789,Course_1789,Data Science,26,1519,62.180264,Udemy,110.06077,3.7124026
1790,Course_1790,Technology,95,1447,52.581875,edX,177.968,3.9059699
1791,Course_1791,Programming,96,4257,92.20461,LinkedIn Learning,184.85526,4.986748
1794,Course_1794,Technology,92,1992,87.90919,LinkedIn Learning,164.2821,4.374624
1795,Course_1795,Marketing,79,2638,81.056915,Udemy,26.273544,4.895668
1797,Course_1797,Office Tools,27,3558,65.38922,edX,11.502221,4.472272
1800,Course_1800,Design,35,2648,60.656338,Udemy,38.765972,3.2686582
1802,Course_1802,AI,57,4877,85.80274,edX,103.107376,4.001995
1803,Course_1803,Business,92,1082,87.05439,edX,94.016304,4.94133
1804,Course_1804,Business,18,1392,81.96069,Udemy,22.094261,4.0160265
1805,Course_1805,Business,85,2791,51.243332,edX,16.833838,4.990049
1806,Course_1806,Design,80,2418,68.90855,edX,130.37634,4.7657256
1807,Course_1807,Programming,14,1748,64.05379,edX,63.048904,3.0505779
1808,Course_1808,Marketing,64,2506,62.420948,LinkedIn Learning,138.48232,4.9784427
1809,Course_1809,Technology,85,2386,53.251003,Udemy,98.64436,3.9991345
1810,Course_1810,AI,78,340,99.8802,edX,137.73866,3.438952
1811,Course_1811,Design,15,4374,60.30789,edX,52.332237,3.861057
1812,Course_1812,Business,23,2696,99.845276,edX,38.51741,4.7676644
1813,Course_1813,Data Science,40,1385,55.523445,edX,136.09383,3.5169952
1814,Course_1814,Technology,62,1289,97.86078,LinkedIn Learning,144.57338,3.13445
1815,Course_1815,Data Science,98,3153,75.2603,LinkedIn Learning,179.58994,3.6676824
1816,Course_1816,Marketing,56,4367,88.17052,LinkedIn Learning,89.23611,4.06714
1819,Course_1819,Data Science,43,1497,95.20212,edX,47.18785,4.8562593
1821,Course_1821,Programming,38,857,52.157352,LinkedIn Learning,16.654629,4.8194704
1824,Course_1824,Finance,39,4344,66.0453,LinkedIn Learning,125.00814,3.3720827
1825,Course_1825,Business,95,2180,59.832966,edX,98.23139,4.6241293
1826,Course_1826,Business,100,3536,89.11066,Udemy,13.493209,3.2826836
1827,Course_1827,Data Science,83,3773,60.456326,edX,97.939575,3.3524256
1828,Course_1828,Finance,72,1259,62.232666,edX,137.33012,4.860424
1829,Course_1829,Office Tools,59,4022,61.717506,LinkedIn Learning,11.45508,4.704408
1830,Course_1830,Design,83,896,77.495514,Udemy,110.78183,3.9539995
1831,Course_1831,Data Science,83,633,71.92961,LinkedIn Learning,69.68043,4.4729233
1832,Course_1832,Technology,100,1010,91.213715,Udemy,125.83877,4.2237744
1834,Course_1834,Office Tools,40,2092,71.31682,Udemy,16.839743,3.4035974
1835,Course_1835,Business,54,4697,89.43184,Udemy,143.31813,3.8595846
1836,Course_1836,AI,50,3107,88.74518,LinkedIn Learning,147.58652,3.3023634
1838,Course_1838,Technology,92,252,78.36272,edX,60.948826,3.3133295
1839,Course_1839,Data Science,91,518,54.854366,LinkedIn Learning,112.6779,3.7053866
1840,Course_1840,AI,94,3433,52.546963,Udemy,132.83289,3.1748538
1842,Course_1842,Office Tools,79,3891,60.845333,Udemy,37.813416,3.1092227
1844,Course_1844,Programming,57,1138,87.89856,Udemy,19.767414,4.539359
1845,Course_1845,Programming,58,3037,72.76094,Udemy,86.65404,4.9574075
1846,Course_1846,Office Tools,91,1942,89.74671,edX,76.116776,3.015738
1847,Course_1847,Programming,49,4705,66.36378,Udemy,82.351585,3.3259456
1848,Course_1848,AI,42,2128,68.061195,Udemy,82.48021,4.638675
1849,Course_1849,Business,10,4312,72.89129,LinkedIn Learning,36.464527,3.169257
1850,Course_1850,Business,43,3334,53.01429,Udemy,163.18074,4.712582
1851,Course_1851,Technology,36,3636,66.12596,Udemy,152.44794,4.379646
1852,Course_1852,Technology,28,1444,66.124344,edX,134.01414,4.9268003
1854,Course_1854,Design,54,375,91.701744,Udemy,107.42263,4.5493803
1855,Course_1855,Business,63,3079,70.578735,Udemy,194.21622,4.0984426
1857,Course_1857,AI,20,2346,74.01336,LinkedIn Learning,138.00099,4.4379373
1858,Course_1858,Programming,93,4345,72.13273,edX,28.413471,4.2911115
1859,Course_1859,Technology,61,889,66.830444,Udemy,39.516052,4.8357716
1861,Course_1861,Technology,43,4488,68.769455,LinkedIn Learning,163.008,4.8079863
1862,Course_1862,Programming,11,3911,92.65854,edX,93.03659,3.5072267
1864,Course_1864,Finance,19,3200,85.29931,LinkedIn Learning,136.1904,3.7931476
1866,Course_1866,Data Science,73,3892,91.96759,LinkedIn Learning,144.1542,3.455726
1867,Course_1867,Finance,20,2142,83.54106,Udemy,152.22737,4.353193
1868,Course_1868,Office Tools,15,2246,50.789787,edX,187.3468,3.8889263
1872,Course_1872,Technology,72,3788,92.739716,Udemy,19.233828,3.8543282
1873,Course_1873,Technology,36,4703,77.65865,Udemy,155.54866,4.9910574
1874,Course_1874,Finance,77,3832,96.64674,Udemy,140.22176,4.9581766
1875,Course_1875,Data Science,47,3095,52.42368,Udemy,140.24895,3.8918545
1876,Course_1876,Programming,60,4059,89.85096,Udemy,56.68073,3.789581
1877,Course_1877,Business,88,3958,85.629906,Udemy,185.54567,3.6834738
1880,Course_1880,Data Science,67,4191,50.653206,edX,58.019657,4.5936675
1881,Course_1881,Office Tools,94,2858,60.50446,Udemy,170.91385,4.4657493
1883,Course_1883,Technology,84,3515,95.448616,Udemy,104.19411,3.5799952
1884,Course_1884,Business,90,3004,74.65437,Udemy,197.1012,4.328693
1886,Course_1886,Office Tools,33,3520,73.59994,LinkedIn Learning,148.89941,4.632372
1888,Course_1888,Design,33,1359,95.086586,Udemy,62.09928,4.93638
